university_name,state,state_abbv,type,degree_length,room_and_board,In-State Tuition,in_state_total,Out-of-State Tuition,out_of_state_total,Early Career Pay,Mid Career Pay,american indian / alaska native,black,hispanic,native hawaiian / pacific islander,asian,two or more races,other,total enrollment,,american indian / alaska native,black,hispanic,native hawaiian / pacific islander,asian,two or more races,other,,state_code,avg_tuition_oos,avg_tuition_is,avg_early_pay,avg_mid_pay
University of Mississippi,Mississippi,MS,Public,Public,4 Year,10696,8660,19356,24614,48500,89100,64,3178,610,23,429,471,17728,22503,,0.28%,14.12%,2.71%,0.10%,1.91%,2.09%,78.78%,,,,,,
University of Mobile,Alabama,AL,Private,Private,4 Year,9600,22820,32420,22820,40600,74100,26,380,23,0,10,34,1127,1600,,1.63%,23.75%,1.44%,0.00%,0.63%,2.13%,70.44%,,,,,,
University of Montevallo,Alabama,AL,Public,Public,4 Year,9330,12760,22090,25780,38900,70700,18,434,93,0,19,68,2438,3070,,0.59%,14.14%,3.03%,0.00%,0.62%,2.21%,79.41%,,,,,,
University of Mount Union,Ohio,OH,Private,Private,4 Year,10200,31260,41460,31260,48300,88500,4,122,41,0,15,85,1995,2262,,0.18%,5.39%,1.81%,0.00%,0.66%,3.76%,88.20%,,,,,,
University of New England,Maine,ME,Private,Private,4 Year,13990,37620,51610,37620,50100,91500,27,387,82,15,301,96,5521,6429,,0.42%,6.02%,1.28%,0.23%,4.68%,1.49%,85.88%,,,,,,
University of New Haven,Connecticut,CT,Private,Private,4 Year,15900,39270,55170,39270,52100,94800,22,602,578,12,169,92,5336,6811,,0.32%,8.84%,8.49%,0.18%,2.48%,1.35%,78.34%,,,,,,
University of New Orleans,Louisiana,LA,Public,Public,4 Year,10575,9054,19629,13890,49900,91600,33,1375,840,3,656,289,6038,9234,,0.36%,14.89%,9.10%,0.03%,7.10%,3.13%,65.39%,,,,,,
University of North Alabama,Alabama,AL,Public,Public,4 Year,9200,10370,19570,18680,43000,75600,62,869,168,5,131,148,5458,6841,,0.91%,12.70%,2.46%,0.07%,1.91%,2.16%,79.78%,,,,,,
University of North Carolina at Chapel Hill,North Carolina,NC,Public,Public,4 Year,11190,8987,20177,35170,55000,100800,133,2304,1895,70,2410,1326,20997,29135,,0.46%,7.91%,6.50%,0.24%,8.27%,4.55%,72.07%,,,,,,
University of North Carolina at Charlotte,North Carolina,NC,Public,Public,4 Year,11100,7044,18144,20478,52500,92600,81,4410,2000,30,1343,856,18518,27238,,0.30%,16.19%,7.34%,0.11%,4.93%,3.14%,67.99%,,,,,,
University of North Carolina School of the Arts,North Carolina,NC,Public,Public,4 Year,9021,9358,18379,25501,46400,82400,5,72,68,2,12,44,755,958,,0.52%,7.52%,7.10%,0.21%,1.25%,4.59%,78.81%,,,,,,
University of North Dakota,North Dakota,ND,Public,Public,4 Year,8974,8695,17669,20759,53800,96000,253,344,420,15,207,404,13263,14906,,1.70%,2.31%,2.82%,0.10%,1.39%,2.71%,88.98%,,,,,,
University of North Florida,Florida,FL,Public,Public,4 Year,9976,6394,16370,20112,48800,86600,20,1553,1481,12,674,779,11465,15984,,0.13%,9.72%,9.27%,0.08%,4.22%,4.87%,71.73%,,,,,,
University of North Georgia,Georgia,GA,Public,Public,4 Year,7876,7336,15212,21148,47300,85600,35,684,1435,17,437,417,13039,16064,,0.22%,4.26%,8.93%,0.11%,2.72%,2.60%,81.17%,,,,,,
University of Northern Colorado,Colorado,CO,Public,Public,4 Year,11204,9786,20990,21474,47700,87100,38,437,1772,22,188,377,9216,12050,,0.32%,3.63%,14.71%,0.18%,1.56%,3.13%,76.48%,,,,,,
University of Northern Iowa,Iowa,IA,Public,Public,4 Year,8948,8938,17886,19480,47100,85300,25,339,377,7,108,210,10862,11928,,0.21%,2.84%,3.16%,0.06%,0.91%,1.76%,91.06%,,,,,,
University of Notre Dame,Indiana,IN,Private,Private,4 Year,15410,53391,68801,53391,67000,130500,21,376,1139,5,573,446,9619,12179,,0.17%,3.09%,9.35%,0.04%,4.70%,3.66%,78.98%,,,,,,
University of Oregon,Oregon,OR,Public,Public,4 Year,12963,11898,24861,35478,51800,95800,162,482,2042,99,1280,1328,18703,24096,,0.67%,2.00%,8.47%,0.41%,5.31%,5.51%,77.62%,,,,,,
University of Pennsylvania,Pennsylvania,PA,Private,Private,4 Year,15616,55584,71200,55584,72800,133900,21,1483,1799,8,3717,777,17001,24806,,0.08%,5.98%,7.25%,0.03%,14.98%,3.13%,68.54%,,,,,,
University of Pikeville,Kentucky,KY,Private,Private,4 Year,7800,20950,28750,20950,39000,70700,11,167,45,2,25,0,2208,2458,,0.45%,6.79%,1.83%,0.08%,1.02%,0.00%,89.83%,,,,,,
University of Portland,Oregon,OR,Private,Private,4 Year,13450,45904,59354,45904,58500,104900,7,41,408,63,404,337,2883,4143,,0.17%,0.99%,9.85%,1.52%,9.75%,8.13%,69.59%,,,,,,
University of Puget Sound,Washington,WA,Private,Private,4 Year,12540,49776,62316,49776,54200,101300,4,29,191,1,189,248,2164,2826,,0.14%,1.03%,6.76%,0.04%,6.69%,8.78%,76.57%,,,,,,
University of Rhode Island,Rhode Island,RI,Public,Public,4 Year,12950,14138,27088,30862,54500,99700,44,803,1288,6,534,394,13502,16571,,0.27%,4.85%,7.77%,0.04%,3.22%,2.38%,81.48%,,,,,,
University of Richmond,Virginia,VA,Private,Private,4 Year,12250,52610,64860,52610,59800,107500,13,345,258,2,215,137,3212,4182,,0.31%,8.25%,6.17%,0.05%,5.14%,3.28%,76.81%,,,,,,
University of Rochester,New York,NY,Private,Private,4 Year,15938,53926,69864,53926,61100,112700,28,491,533,5,915,241,8847,11060,,0.25%,4.44%,4.82%,0.05%,8.27%,2.18%,79.99%,,,,,,
University of Saint Joseph,Connecticut,CT,Private,Private,4 Year,11428,39173,50601,39173,49900,88800,2,252,223,3,116,32,1937,2565,,0.08%,9.82%,8.69%,0.12%,4.52%,1.25%,75.52%,,,,,,
University of San Diego,California,CA,Private,Private,4 Year,12980,49358,62338,49358,58900,109400,42,291,1505,30,641,408,5432,8349,,0.50%,3.49%,18.03%,0.36%,7.68%,4.89%,65.06%,,,,,,
University of San Francisco,California,CA,Private,Private,4 Year,14830,48066,62896,48066,60600,109900,26,464,1919,69,1881,635,5695,10689,,0.24%,4.34%,17.95%,0.65%,17.60%,5.94%,53.28%,,,,,,
University of Science and Arts of Oklahoma,Oklahoma,OK,Public,Public,4 Year,6350,7215,13565,17565,37300,67400,102,37,56,0,9,55,645,904,,11.28%,4.09%,6.19%,0.00%,1.00%,6.08%,71.35%,,,,,,
University of Scranton,Pennsylvania,PA,Private,Private,4 Year,15182,44532,59714,44532,56400,99700,6,155,388,2,149,117,4772,5589,,0.11%,2.77%,6.94%,0.04%,2.67%,2.09%,85.38%,,,,,,
University of Sioux Falls,South Dakota,SD,Private,Private,4 Year,7350,18280,25630,18280,44400,78200,4,46,17,2,8,48,1294,1419,,0.28%,3.24%,1.20%,0.14%,0.56%,3.38%,91.19%,,,,,,
University of South Alabama,Alabama,AL,Public,Public,4 Year,7620,9870,17490,19740,47700,86400,100,3285,402,33,539,325,11121,15805,,0.63%,20.78%,2.54%,0.21%,3.41%,2.06%,70.36%,,,,,,
University of South Dakota,South Dakota,SD,Public,Public,4 Year,8216,9061,17277,12425,47500,87900,168,227,232,51,151,232,9000,10061,,1.67%,2.26%,2.31%,0.51%,1.50%,2.31%,89.45%,,,,,,
University of Southern California,California,CA,Private,Private,4 Year,15395,56225,71620,56225,64500,120600,73,2238,5286,104,7696,1380,25676,42453,,0.17%,5.27%,12.45%,0.24%,18.13%,3.25%,60.48%,,,,,,
University of Southern Maine,Maine,ME,Public,Public,4 Year,9450,9520,18970,22780,46900,81300,76,224,147,7,164,169,7641,8428,,0.90%,2.66%,1.74%,0.08%,1.95%,2.01%,90.66%,,,,,,
University of Southern Mississippi,Mississippi,MS,Public,Public,4 Year,9857,8734,18591,10734,45100,83900,48,4033,457,14,172,316,9752,14792,,0.32%,27.26%,3.09%,0.09%,1.16%,2.14%,65.93%,,,,,,
University of the Cumberlands,Kentucky,KY,Private,Private,4 Year,9000,23000,32000,23000,39800,73800,18,310,95,2,30,19,5262,5736,,0.31%,5.40%,1.66%,0.03%,0.52%,0.33%,91.74%,,,,,,
University of the Ozarks,Arkansas,AR,Private,Private,4 Year,7400,24230,31630,24230,42300,74500,4,33,86,0,1,22,441,587,,0.68%,5.62%,14.65%,0.00%,0.17%,3.75%,75.13%,,,,,,
University of Toledo,Ohio,OH,Public,Public,4 Year,11434,9795,21229,19133,51800,92500,36,2455,836,15,594,480,16210,20626,,0.17%,11.90%,4.05%,0.07%,2.88%,2.33%,78.59%,,,,,,
University of Tulsa,Oklahoma,OK,Private,Private,4 Year,11116,41509,52625,41509,58700,107200,240,183,189,4,128,68,3870,4682,,5.13%,3.91%,4.04%,0.09%,2.73%,1.45%,82.66%,,,,,,
University of Utah,Utah,UT,Public,Public,4 Year,10262,9222,19484,29215,54800,102600,126,401,2718,171,1590,989,25520,31515,,0.40%,1.27%,8.62%,0.54%,5.05%,3.14%,80.98%,,,,,,
University of Vermont,Vermont,VT,Public,Public,4 Year,12462,18276,30738,42516,53200,99400,32,166,533,4,388,331,11402,12856,,0.25%,1.29%,4.15%,0.03%,3.02%,2.57%,88.69%,,,,,,
University of West Alabama,Alabama,AL,Public,Public,4 Year,8116,10040,18156,18490,42700,76100,18,1769,59,2,6,39,2096,3989,,0.45%,44.35%,1.48%,0.05%,0.15%,0.98%,52.54%,,,,,,
University of West Georgia,Georgia,GA,Public,Public,4 Year,10918,7292,18210,20774,46700,82700,17,4286,497,14,131,358,6903,12206,,0.14%,35.11%,4.07%,0.11%,1.07%,2.93%,56.55%,,,,,,
University of Wisconsin-Parkside,Wisconsin,WI,Public,Public,4 Year,8026,7529,15555,15518,46000,81400,9,384,560,9,135,165,3281,4543,,0.20%,8.45%,12.33%,0.20%,2.97%,3.63%,72.22%,,,,,,
University of Wisconsin-Stout,Wisconsin,WI,Public,Public,4 Year,6924,9457,16381,17423,50400,89500,28,156,220,14,307,155,8514,9394,,0.30%,1.66%,2.34%,0.15%,3.27%,1.65%,90.63%,,,,,,
University of Wyoming,Wyoming,WY,Public,Public,4 Year,10320,5400,15720,17490,52400,98800,72,121,749,33,171,305,11369,12820,,0.56%,0.94%,5.84%,0.26%,1.33%,2.38%,88.68%,,,,,,
Valdosta State University,Georgia,GA,Public,Public,4 Year,8110,7476,15586,20958,43400,81000,33,3858,485,14,129,341,6703,11563,,0.29%,33.37%,4.19%,0.12%,1.12%,2.95%,57.97%,,,,,,
Valley City State University,North Dakota,ND,Public,Public,4 Year,6446,7626,14072,17166,39900,68600,12,43,58,2,7,37,1219,1378,,0.87%,3.12%,4.21%,0.15%,0.51%,2.69%,88.46%,,,,,,
Valparaiso University,Indiana,IN,Private,Private,4 Year,11860,40260,52120,40260,53300,98000,15,283,329,1,87,91,3701,4507,,0.33%,6.28%,7.30%,0.02%,1.93%,2.02%,82.12%,,,,,,
Vanderbilt University,Tennessee,TN,Private,Private,4 Year,16234,49816,66050,49816,65400,119100,35,932,810,12,966,456,9475,12686,,0.28%,7.35%,6.38%,0.09%,7.61%,3.59%,74.69%,,,,,,
Vermont Technical College,Vermont,VT,Public,Public,4 Year,10598,15108,25706,27780,52400,93900,11,23,23,0,18,36,1431,1542,,0.71%,1.49%,1.49%,0.00%,1.17%,2.33%,92.80%,,,,,,
Villanova University,Pennsylvania,PA,Private,Private,4 Year,14020,53308,67328,53308,65100,119500,12,580,699,9,666,209,8560,10735,,0.11%,5.40%,6.51%,0.08%,6.20%,1.95%,79.74%,,,,,,
Virginia Commonwealth University,Virginia,VA,Public,Public,4 Year,10428,14490,24918,35138,49900,88200,84,4798,2002,51,3615,1282,19016,30848,,0.27%,15.55%,6.49%,0.17%,11.72%,4.16%,61.64%,,,,,,
Virginia Military Institute,Virginia,VA,Public,Public,4 Year,9428,18862,28290,45706,65900,120600,6,86,82,13,75,28,1410,1700,,0.35%,5.06%,4.82%,0.76%,4.41%,1.65%,82.94%,,,,,,
Virginia State University,Virginia,VA,Public,Public,4 Year,11208,9056,20264,19576,44900,81800,15,4283,99,1,23,0,604,5025,,0.30%,85.23%,1.97%,0.02%,0.46%,0.00%,12.02%,,,,,,
Viterbo University,Wisconsin,WI,Private,Private,4 Year,9060,27970,37030,27970,46800,81900,9,46,61,1,40,45,2602,2804,,0.32%,1.64%,2.18%,0.04%,1.43%,1.60%,92.80%,,,,,,
Wabash College,Indiana,IN,Private,Private,4 Year,10050,43450,53500,43450,62200,114400,5,55,59,1,12,27,767,926,,0.54%,5.94%,6.37%,0.11%,1.30%,2.92%,82.83%,,,,,,
Wake Forest University,North Carolina,NC,Private,Private,4 Year,16032,53322,69354,53322,60700,114800,21,647,433,40,331,166,6150,7788,,0.27%,8.31%,5.56%,0.51%,4.25%,2.13%,78.97%,,,,,,
Walla Walla University,Washington,WA,Private,Private,4 Year,4275,28035,32310,28035,53700,97800,22,55,234,8,122,5,1441,1887,,1.17%,2.91%,12.40%,0.42%,6.47%,0.26%,76.36%,,,,,,
Wartburg College,Iowa,IA,Private,Private,4 Year,9996,41280,51276,41280,49300,88000,1,80,42,1,20,36,1481,1661,,0.06%,4.82%,2.53%,0.06%,1.20%,2.17%,89.16%,,,,,,
Washburn University,Kansas,KS,Public,Public,4 Year,8237,8870,17107,19940,47000,83000,39,327,465,6,76,220,5589,6722,,0.58%,4.86%,6.92%,0.09%,1.13%,3.27%,83.14%,,,,,,
Washington State University,Washington,WA,Public,Public,4 Year,11398,11581,22979,26365,55900,103700,169,896,3077,100,1497,1863,21084,28686,,0.59%,3.12%,10.73%,0.35%,5.22%,6.49%,73.50%,,,,,,
Wayne State College,Nebraska,NE,Public,Public,4 Year,7668,6989,14657,12299,40600,73400,25,95,229,2,19,55,3045,3470,,0.72%,2.74%,6.60%,0.06%,0.55%,1.59%,87.75%,,,,,,
Wayne State University,Michigan,MI,Public,Public,4 Year,10427,13347,23774,28241,50800,91700,82,4881,983,35,2057,689,18851,27578,,0.30%,17.70%,3.56%,0.13%,7.46%,2.50%,68.36%,,,,,,
Webb Institute,New York,NY,Private,Private,4 Year,15050,50175,65225,50175,80800,141800,0,0,0,0,8,4,78,90,,0.00%,0.00%,0.00%,0.00%,8.89%,4.44%,86.67%,,,,,,
Weber State University,Utah,UT,Public,Public,4 Year,6279,5831,12110,16585,53900,94000,95,320,2430,98,317,425,22269,25954,,0.37%,1.23%,9.36%,0.38%,1.22%,1.64%,85.80%,,,,,,
Webster University,Missouri,MO,Private,Private,4 Year,11050,27900,38950,27900,46500,83500,75,6217,1159,31,423,314,8550,16769,,0.45%,37.07%,6.91%,0.18%,2.52%,1.87%,50.99%,,,,,,
Wellesley College,Massachusetts,MA,Private,Private,4 Year,16468,53732,70200,53732,58900,106200,1,128,205,0,538,138,1313,2323,,0.04%,5.51%,8.82%,0.00%,23.16%,5.94%,56.52%,,,,,,
Wentworth Institute of Technology,Massachusetts,MA,Private,Private,4 Year,14190,33950,48140,33950,62700,112700,10,212,155,0,285,247,3649,4558,,0.22%,4.65%,3.40%,0.00%,6.25%,5.42%,80.06%,,,,,,
West Liberty University,West Virginia,WV,Public,Public,4 Year,9406,7730,17136,15670,42500,77000,7,120,21,1,19,31,2495,2694,,0.26%,4.45%,0.78%,0.04%,0.71%,1.15%,92.61%,,,,,,
West Virginia State University,West Virginia,WV,Public,Public,4 Year,11892,8167,20059,16072,41800,76000,14,277,14,0,10,0,2569,2884,,0.49%,9.60%,0.49%,0.00%,0.35%,0.00%,89.08%,,,,,,
West Virginia University,West Virginia,WV,Public,Public,4 Year,10918,8856,19774,24950,54400,99900,42,1232,935,25,545,867,25529,29175,,0.14%,4.22%,3.20%,0.09%,1.87%,2.97%,87.50%,,,,,,
West Virginia University Institute of Technology,West Virginia,WV,Public,Public,4 Year,11390,7464,18854,18648,57100,103700,5,83,54,0,18,32,1069,1261,,0.40%,6.58%,4.28%,0.00%,1.43%,2.54%,84.77%,,,,,,
West Virginia Wesleyan College,West Virginia,WV,Private,Private,4 Year,8856,31640,40496,31640,47000,85200,5,122,27,3,3,43,1308,1511,,0.33%,8.07%,1.79%,0.20%,0.20%,2.85%,86.57%,,,,,,
Western Carolina University,North Carolina,NC,Public,Public,4 Year,9682,4220,13902,8220,44700,77700,87,669,496,12,134,320,8664,10382,,0.84%,6.44%,4.78%,0.12%,1.29%,3.08%,83.45%,,,,,,
Western Connecticut State University,Connecticut,CT,Public,Public,4 Year,13072,10819,23891,22059,51700,88100,13,668,900,10,200,67,4094,5952,,0.22%,11.22%,15.12%,0.17%,3.36%,1.13%,68.78%,,,,,,
Western Kentucky University,Kentucky,KY,Public,Public,4 Year,8343,10602,18945,26496,45500,83100,46,1938,515,18,210,444,17000,20171,,0.23%,9.61%,2.55%,0.09%,1.04%,2.20%,84.28%,,,,,,
Western Michigan University,Michigan,MI,Public,Public,4 Year,10143,12483,22626,15373,50900,92200,106,2634,1117,28,388,696,18945,23914,,0.44%,11.01%,4.67%,0.12%,1.62%,2.91%,79.22%,,,,,,
Western New England University,Massachusetts,MA,Private,Private,4 Year,13590,36804,50394,36804,56400,103000,10,234,273,2,147,42,3214,3922,,0.25%,5.97%,6.96%,0.05%,3.75%,1.07%,81.95%,,,,,,
Western New Mexico University,New Mexico,NM,Public,Public,4 Year,9136,6824,15960,15231,41700,76700,100,145,1442,5,46,17,1802,3557,,2.81%,4.08%,40.54%,0.14%,1.29%,0.48%,50.66%,,,,,,
Western Oregon University,Oregon,OR,Public,Public,4 Year,10415,9540,19955,26415,44500,79300,122,190,469,146,201,16,4905,6049,,2.02%,3.14%,7.75%,2.41%,3.32%,0.26%,81.09%,,,,,,
Western State Colorado University,Colorado,CO,Public,Public,4 Year,9635,10114,19749,21586,44800,81500,15,59,237,14,21,74,2164,2584,,0.58%,2.28%,9.17%,0.54%,0.81%,2.86%,83.75%,,,,,,
Western Washington University,Washington,WA,Public,Public,4 Year,11466,8132,19598,23544,55000,99300,65,224,1095,28,971,1164,11513,15060,,0.43%,1.49%,7.27%,0.19%,6.45%,7.73%,76.45%,,,,,,
Wheeling Jesuit University,West Virginia,WV,Private,Private,4 Year,9900,29290,39190,29290,44800,83400,4,70,31,2,19,25,1424,1575,,0.25%,4.44%,1.97%,0.13%,1.21%,1.59%,90.41%,,,,,,
Whitman College,Washington,WA,Private,Private,4 Year,13174,51764,64938,51764,54600,102600,5,14,117,0,80,85,1197,1498,,0.33%,0.93%,7.81%,0.00%,5.34%,5.67%,79.91%,,,,,,
Whitworth University,Washington,WA,Private,Private,4 Year,11496,43640,55136,43640,49900,88800,19,51,205,12,90,133,2144,2654,,0.72%,1.92%,7.72%,0.45%,3.39%,5.01%,80.78%,,,,,,
Wichita State University,Kansas,KS,Public,Public,4 Year,11252,8271,19523,17452,48700,87300,118,829,1289,14,940,435,11370,14995,,0.79%,5.53%,8.60%,0.09%,6.27%,2.90%,75.83%,,,,,,
Widener University,Pennsylvania,PA,Private,Private,4 Year,14446,45948,60394,45948,55700,100100,17,731,230,6,173,117,3638,4912,,0.35%,14.88%,4.68%,0.12%,3.52%,2.38%,74.06%,,,,,,
Willamette University,Oregon,OR,Private,Private,4 Year,12440,50074,62514,50074,52200,97700,33,53,270,9,189,198,2028,2780,,1.19%,1.91%,9.71%,0.32%,6.80%,7.12%,72.95%,,,,,,
William Carey University,Mississippi,MS,Private,Private,4 Year,6810,12600,19410,12600,41100,71800,17,1096,59,0,119,0,2645,3936,,0.43%,27.85%,1.50%,0.00%,3.02%,0.00%,67.20%,,,,,,
William Jewell College,Missouri,MO,Private,Private,4 Year,9930,34400,44330,34400,51400,94500,4,59,36,2,10,60,889,1060,,0.38%,5.57%,3.40%,0.19%,0.94%,5.66%,83.87%,,,,,,
William Paterson University of New Jersey,New Jersey,NJ,Public,Public,4 Year,11445,13060,24505,21260,50500,90200,11,1483,2740,25,704,250,5835,11048,,0.10%,13.42%,24.80%,0.23%,6.37%,2.26%,52.81%,,,,,,
William Penn University,Iowa,IA,Private,Private,4 Year,6952,25600,32552,25600,43900,78300,10,290,135,6,24,29,1297,1791,,0.56%,16.19%,7.54%,0.34%,1.34%,1.62%,72.42%,,,,,,
Williams College,Massachusetts,MA,Private,Private,4 Year,14500,55450,69950,55450,67500,127500,3,147,243,0,223,146,1364,2126,,0.14%,6.91%,11.43%,0.00%,10.49%,6.87%,64.16%,,,,,,
Winona State University,Minnesota,MN,Public,Public,4 Year,9010,9425,18435,15348,49700,86800,9,199,208,5,161,176,7926,8684,,0.10%,2.29%,2.40%,0.06%,1.85%,2.03%,91.27%,,,,,,
Winthrop University,South Carolina,SC,Public,Public,4 Year,9312,15590,24902,29846,44300,79700,23,1650,217,7,71,147,3909,6024,,0.38%,27.39%,3.60%,0.12%,1.18%,2.44%,64.89%,,,,,,
Wisconsin Lutheran College,Wisconsin,WI,Private,Private,4 Year,10190,29725,39915,29725,46200,82500,7,63,56,1,13,26,1013,1179,,0.59%,5.34%,4.75%,0.08%,1.10%,2.21%,85.92%,,,,,,
Wittenberg University,Ohio,OH,Private,Private,4 Year,10356,39500,49856,39500,52400,105400,3,127,62,1,24,95,1652,1964,,0.15%,6.47%,3.16%,0.05%,1.22%,4.84%,84.11%,,,,,,
Wofford College,South Carolina,SC,Private,Private,4 Year,12685,43845,56530,43845,51300,96600,3,125,54,3,47,53,1373,1658,,0.18%,7.54%,3.26%,0.18%,2.83%,3.20%,82.81%,,,,,,
Worcester Polytechnic Institute,Massachusetts,MA,Private,Private,4 Year,14774,50530,65304,50530,73600,135500,5,130,394,0,294,168,5390,6381,,0.08%,2.04%,6.17%,0.00%,4.61%,2.63%,84.47%,,,,,,
Xavier University of Louisiana,Louisiana,LA,Private,Private,4 Year,9047,24488,33535,24488,46700,88200,4,2088,77,0,384,78,345,2976,,0.13%,70.16%,2.59%,0.00%,12.90%,2.62%,11.59%,,,,,,
Yale University,Connecticut,CT,Private,Private,4 Year,16000,53430,69430,53430,70300,138300,49,675,939,5,1581,547,8540,12336,,0.40%,5.47%,7.61%,0.04%,12.82%,4.43%,69.23%,,,,,,
Yeshiva University,New York,NY,Private,Private,4 Year,12250,43500,55750,43500,63500,112800,6,144,199,15,289,29,5666,6348,,0.09%,2.27%,3.13%,0.24%,4.55%,0.46%,89.26%,,,,,,
